Year(Release_Date),Publisher(s),Count(*)
2014,Coatsink,1
2014,"Code Avarice",1
2014,"Code Hatch Corp",1
2014,"Codebrush Games",2
2014,Codemasters,16
2014,Code}{atch,1
2014,"Coffee Stain Studios",5
2014,"Colonthree Enterprises",1
2014,"Common Dreams Media",2
2014,"Commotion Games Pty Ltd",1
2014,"Condition One",1
2014,Copybugpaste,2
2014,"Cosmic Cow LLC",1
2014,Creability,1
2014,"Crescent Moon Games",1
2014,"Crescent Moon Games, LLC",1
2014,Cross-Product,1
2014,"Crunching Koalas",1
2014,"Crytek ",12
2014,"Cubed Productions LLC",1
2014,"Cubic Pie",1
2014,"Culture Attack Studio",1
2014,"Curious Panda Games",1
2014,"Curve Digital",7
2014,Cyan,1
2014,Cyanide,5
2014,"Cyanide Studio",1
2014,CyberCoconut,1
2014,"Cypress Inheritance LLC",2
2014,"D3Publisher of America, Inc.",2
2014,"Daedalic Entertainment",13
2014,Damaged,2
2014,"Damian Sommer",1
2014,"Dan  Walters",2
2014,"Dan Walters",4
2014,"Dancing Devils",3
2014,"Dancing Dinosaur Games",1
2014,"Dark Seas Interactive",2
2014,DarkElite,2
2014,"darkForge Games LLC",1
2014,DarkGod,1
2014,"David Amador",1
2014,"David OReilly",1
2014,"David Szymanski",1
2014,"David Teruel",1
2014,"Daybreak Game Company",16
2014,"Dead Mage",1
2014,"Dead Shark Triplepunch",1
2014,"Deadbreed AB",2
2014,"Deadghost Interactive",2
2014,"Deadly Red Cube",1
2014,"Deep Silver",28
2014,"Defiant Development",1
2014,"Defrost Games",1
2014,Degica,59
2014,"Deirdra Kiai Productions",3
2014,"Dejobaan Games, LLC",3
2014,"Demon Wagon Studios",2
2014,"Desert Owl Games LLC",1
2014,"Developers Pack",1
2014,"Devolver Digital",36
2014,"DEZ Studio",1
2014,"Dharker Studio",3
2014,"Die Gute Fabrik",2
2014,"Diego Acevedo",1
2014,"Dietrich Squinkifer",2
2014,"Different Tuna",1
2014,"Diffusional Arts",1
2014,"Digerati Distribution",17
2014,"Digital Confectioners",3
2014,"Digital Eel",1
2014,"Digital Happiness",5
2014,"Digital Homicide Studios",3
2014,"Digital Homicide Studios LLC.",2
2014,"Digital Leisure Inc.",1
2014,"Digital Tentacle",2
2014,"Digital Tribe",9
2014,"DigitalDNA Games LLC",2
2014,DigitalWorldEntertainment,1
2014,"Dingaling Productions, LLC",2
2014,"Dinosaur Polo Club",1
2014,"Disney Interactive",26
2014,"DMD Enterprise",1
2014,"Dolphin Barn",1
2014,"Doppler Interactive",1
2014,"Doragon Entertainment",1
2014,DotEmu,1
2014,"Double Action Factory",1
2014,"Double Eleven",2
2014,"Double Fine Presents",4
2014,"Double Fine Productions",8
2014,"DoubleBear Productions",2
2014,"Dovetail Games",25
2014,"Dovetail Games - Flight",1
2014,"Dovetail Games - Trains",101
2014,"DQ Team",2
2014,"Dragon Fire Games Inc",1
2014,DragonSix,2
2014,Draknek,1
2014,"Dreadlocks Ltd.",1
2014,Dreamatrix,1
2014,Dreamworlds,1
2014,"DrinkBox Studios",2
2014,"Duaik Entretenimento",2
2014,Duelboot,2
2014,"Dykast Lubomir",2
2014,"Dylan Loney",1
2014,"E&Z Studio",1
2014,"E-Line Media",2
2014,"E.Q. Games LLC",1
2014,"Eagle Dynamics",2
2014,"Eclipse Games",2
2014,"Edge Case Games Ltd.",1
2014,"Edge of Reality",3
2014,"Effat Effati",2
2014,Egosoft,2
2014,eigoMANGA,6
2014,"Electric Eggplant",1
2014,electrolyte,2
2014,Elefantopia,1
2014,"Elijah Newman-Gomez",1
2014,"Elliptic Games",2
2014,"ELYLAND  INVESTMENT COMPANY LIMITED",12
2014,"ELYLAND  INVESTMENT COMPANY Ltd",1
2014,"En Masse Entertainment",14
2014,Encore,1
2014,"Endless Loop Studios",1
2014,"Endnight Games Ltd",2
2014,Enitvare,1
2014,"EnjoyUp Games S.L.",1
2014,"Entheogen Studios LLC",1
2014,"Entrada Interactive LLC",1
2014,"Epic Quest  Games",2
2014,"Epic Quest Games Studios INC",2
2014,"EpicQuest Games Inc",1
2014,"Epiphany Games",3
2014,Epixx.org,1
2014,"Escape Hatch Entertainment, LLC",1
2014,"Essence Ltd.",1
2014,Eutechnyx,18
2014,Eversim,7
2014,EVGA,1
2014,"Evil Twin Artworks",1
2014,"Evilized productions",1
2014,"Evolutionary Games",2
2014,Excalibur,8
2014,"Excalibur Publishing",2
2014,Exkee,4
2014,"Exor Studios",1
2014,"exosyphen studios",3
2014,"Expansive Worlds",1
2014,"Experimental Gamer Studios",1
2014,"Fabio Ferrara",2
2014,"Factus Games",2
2014,"Failbetter Games",1
2014,"Farsky Interactive",2
2014,Fayju,1
2014,"Feral Interactive (Linux)",29
2014,"Feral Interactive (Mac)",47
2014,"Filament Games",1
2014,"Final Boss Entertainment",1
2014,Finji,1
2014,"FiolaSoft Studio",1
2014,"Firebase Industries Ltd.",1
2014,"FireFly Studios",2
2014,"Fireproof Games",1
2014,"Fistful of Frags Team",1
2014,"Fixpoint Productions Ltd.",2
2014,"Flat Earth Games",2
2014,"Flox Studios Ltd.",1
2014,FlukeDude,1
2014,"Flying Interactive",1
2014,"Flying Wild Hog",1
2014,"FobTi interactive",1
2014,"Focus Home Interactive",18
2014,"Force Of Habit",1
2014,"Forever Entertainment S. A.",11
2014,"Four Lights",2
2014,"FrameLineNetwork Kft.",1
2014,"Fred Wood",1
2014,"Freebird Games",1
2014,"Freehold Games",2
2014,Freejam,1
2014,Fresh3D,2
2014,"Frima Studio",1
2014,"Frogdice, Inc",2
2014,"FromSoftware, Inc",6
2014,"Frost Earth Studio",1
2014,"Frozen Flame",1
2014,"Frozen Yak Entertainment",1
2014,"Fruitbat Factory",8
2014,"Full Control",4
2014,"FUN Creators",1
2014,"Funatics Software",2
2014,"Funbox Media Ltd",17
2014,Funcom,2
2014,"Furiously Inactive Games",1
2014,"FX Interactive",1
2014,"Gaijin Games",2
2014,GalaxyTrail,3
2014,Gambitious,2
2014,"Gambitious Digital Entertainment",5
2014,"Game Mechanics LLC",2
2014,Game-Labs,2
2014,"GameArt Studio GmbH",2
2014,Gameblyr,1
2014,GameMill,3
2014,"Games Farm",3
2014,Gamestorming,3
2014,"Gamigo AG",2
2014,Gamious,1
2014,GammaLateral,1
2014,Ganz,1
2014,"Gaslamp Games, Inc.",1
2014,"Gato Salvaje S.L.",2
2014,"Genee Network",4
2014,"Gentleman Squid Studio",1
2014,"Geoff Keighley",1
2014,"Ghost Machine",1
2014,"Ghostlight LTD",19
2014,"Giant Box Games",2
2014,"Giants Software",1
2014,"Gillis LLC",1
2014,"Glass Knuckle Games",2
2014,"Glitchy Pixel",2
2014,"gnifrebel Games UG",1
2014,"Goldhawk Interactive",1
2014,"Gonzo Games",1
2014,"Good games",1
2014,GrabTheGames,1
2014,"grapefrukt games",2
2014,Graveck,1
2014,"Gravity Europe SAS",40
2014,Grynsoft,1
2014,"GSProductions Ltd.",1
2014,GTGD,4
2014,Gugila,1
2014,Gun.,3
2014,"GungHo Online Entertainment America, Inc.",1
2014,"H2 Interactive Co., Ltd.",4
2014,"Hailstorm Games",1
2014,"Hammer Labs",1
2014,"Hanako Games",2
2014,"Handelabra Games Inc.",1
2014,"Handsome Games",2
2014,"Hapa Games",1
2014,"Harebrained Holdings",2
2014,"Harmonix Music Systems, Inc",1
2014,"Haruneko Entertainment",2
2014,"Hassey Enterprises, Inc.",3
2014,"HB Studios",2
2014,"Headup Games",10
2014,"Hearthfire Studios",1
2014,HeroCraft,1
2014,"HeroCraft, Ltd.",1
2014,"Hex Keep",1
2014,Hexage,2
2014,"Heydeck Games",1
2014,"Hidden Path Entertainment",1
2014,"Himalaya Studios",3
2014,"Hinterland Studio Inc.",1
2014,Hippomancer,3
2014,Hitcents,1
2014,"Holotech Studios",1
2014,"Holy Warp",4
2014,"Homa Design",2
2014,"Homegrown Games",1
2014,"Hörberg Productions",1
2014,Housemarque,2
2014,"Humongous Entertainment",30
2014,"Hunted Cow Studios",1
2014,"Huy Phan",1
2014,"Hyper Hippo Games",4
2014,"Hyper Hippo Productions Ltd.",1
2014,"HyperKat Games",2
2014,"I Fight Bears",1
2014,"Ian MacLarty",1
2014,"Ian Snyder",1
2014,"Ice Shovel Soft",1
2014,"Ice Water Games",2
2014,"Iceberg Interactive",10
2014,"Icetesy SPRL",1
2014,"Ideum, Inc.",3
2014,"ILIKESCIFI Games",2
2014,Image&Form,1
2014,IME,2
2014,IMGN.PRO,2
2014,"Immanitas Entertainment",1
2014,"Immanitas Entertainment GmbH",3
2014,"Impromptu Games",1
2014,"Incandescent Games",2
2014,"Incandescent Imaging",1
2014,"Indie Developer",1
2014,IndieGala,2
2014,"Indietopia Games ",2
2014,"Indomitus Games",1
2014,"Inertia Game Studios",1
2014,"Infernum Games GmbH",2
2014,"Infinitap Games",2
2014,"Infinite Monkeys Entertainment Ltd.",1
2014,"Infotread, LLC",2
2014,initials,1
2014,"Inky Mind UK",2
2014,"Inky Mind UK Ltd",1
2014,"Inmatrix LTD",2
2014,Insane,1
2014,"INSGAMES LIMITED",5
2014,"Instant Kingdom",1
2014,"Interabang Entertainment",3
2014,"InterAction studios",1
2014,"Interbellum team",3
2014,"Interdimensional Games Inc",2
2014,INTERMARUM,1
2014,"International Games System, Co., LTD.",2
2014,Interplay,1
2014,"Interplay Corp",1
2014,"Interplay Entertainment Corp.",1
2014,"Interplay Inc.",4
2014,"Investigate North",1
2014,"inXile Entertainment",1
2014,"Iocaine Studios",2
2014,ioneo,1
2014,"Ionising Software",1
2014,iosoftware,1
2014,"IP Builders",1
2014,IP-Builders,2
2014,IPACS,3
2014,IPBuilders,1
2014,"Iron Bit",1
2014,"Ironclad Games",1
2014,"Ironhide Game Studio",1
2014,"Iteration 11",1
2014,"Jackbox Games, Inc.",1
2014,"Jason Oda",1
2014,"Jason Rohrer",2
2014,"Jesse Makkonen",2
2014,"Jetdogs Studios",3
2014,"JForce Games",1
2014,JoyMasher,3
2014,"Ju Cai",2
2014,Jugilus,1
2014,"Juicy Beast Studio",1
2014,"Jujubee S.A.",3
2014,"JumpCore Productions",1
2014,"JumpStart Games, Inc.",1
2014,Kabam,1
2014,"Kalypso Media Digital",6
2014,"Kardfy Studios",1
2014,"Kasedo Games",7
2014,Kavcom,2
2014,"Kerberos Productions Inc.",8
2014,"Keys of Nine Entertainment",2
2014,"Kihon Inc.",1
2014,"KillHouse Games",1
2014,"Killjoy Games",1
2014,"KinifiGames LLC",2
2014,KintoGames,1
2014,"Kisareth Studios",1
2014,"KISS ltd",99
2014,"Kitfox Games",1
2014,"Klei Entertainment",4
2014,"Klei Entertainment Inc.",1
2014,"Knuckle Cracker",1
2014,"KO GmbH",3
2014,"Koch Media",4
2014,"Koch Media GmbH",1
2014,"KOEI TECMO GAMES CO., LTD.",30
2014,"KOG Games",9
2014,"Konami Digital Entertainment",12
2014,Konsordo,1
2014,"Kot in Action Creative Artel",2
2014,"KranX Productions",1
2014,Krealit,2
2014,"Krillbite Studio",5
2014,"Krita Foundation",2
2014,"Krome Studios",2
2014,Kuchalu,1
2014,Kumobius,1
2014,"Kunos Simulazioni",1
2014,"kunst-stoff GmbH",1
2014,"KURONEKO SOFT",1
2014,"La Moustache Studio",1
2014,"Lace Games",3
2014,"Lantana Games",1
2014,"Larian Studios",3
2014,"Laser Guided Games",2
2014,"Laser Guided Games, LLC",2
2014,"Last Dimension",1
2014,"Lavaboots Studios",2
2014,"Leadwerks Software",3
2014,"Legacy Games",2
2014,"Legend Studio",1
2014,"LeGrudge & Rugged",1
2014,"Lemondo Entertainment",2
2014,"Lever Games",1
2014,Libredia,41
2014,"Light Echo",1
2014,"Lightmare Studios",2
2014,"Limasse Five",2
2014,"Liminal Games",2
2014,"Little Orbit",3
2014,"Little Worlds Interactive",2
2014,"LLC Anngames",1
2014,"Lonely Troops",3
2014,"Loren Lemcke",1
2014,"Lost Decade Games",2
2014,Lostwood,1
2014,"Lucid Games Ltd",2
2014,"Lucky Frame",2
2014,"Ludeme Games",2
2014,Ludosity,3
2014,"Lupus Studios Limited",2
2014,"Mad Data GmbH & Co. KG",2
2014,"Mad Otter Games",1
2014,"MAG Studios",2
2014,"Magenta Factory",3
2014,"MAGIX Software GmbH",15
2014,"Magnetic Realms",1
2014,"MAIET Entertainment",2
2014,Majesco,2
2014,"Majesco Entertainment",4
2014,MangaGamer,4
2014,Marvelous,7
2014,"Marvelous USA, Inc.",2
2014,MarvelousAQL,5
2014,"Masangsoft, Inc.",2
2014,"MASAYA GAMES",1
2014,Mastertech,1
2014,Mastertronic,23
2014,"Masthead Studios Ltd",2
2014,Mastiff,2
2014,"Matt Makes Games Inc.",1
2014,"Matt Roszak",1
2014,"Matthew Brown",4
2014,"Maurice Pape",1
2014,"Max Gaming Technologies, LLC",1
2014,"Maximum Games",1
2014,"Mechanist Games",1
2014,"Membraine Studios",1
2014,"Merge Games",28
2014,Meridian4,31
2014,Messhof,1
2014,Metaware,1
2014,"Metaware Limited, LLC",1
2014,"Meteor Entertainment",3
2014,"Meteoric Games",2
2014,"Michael Todd Games",1
2014,"Micro Factory Games",1
2014,"Microblast Games",4
2014,Microsoft,1
2014,"Microsoft Game Studios",3
2014,"Microsoft Studios",24
2014,Midnart,3
2014,"Midnight City",8
2014,"Might and Delight",2
2014,"Mighty Rabbit Studios",1
2014,"Mighty Rocket Studio",2
2014,"Milestone S.r.l.",16
2014,"Milkstone Studios",5
2014,"Mimimi Productions",1
2014,"Mind Crew",1
2014,"MindBlocks Studio, LLC",1
2014,"Mindware Co,.Ltd.",1
2014,MiniBoss,1
2014,"MiniBoss, EQGAMES",1
2014,"Minicore Studios",2
2014,"Minor Key Games",4
2014,Mirillis,1
2014,"Mirillis Ltd.",1
2014,"Mirko Seithe",1
2014,Mixamo,1
2014,MoaCube,1
2014,"Mode 7",1
2014,"Modulaatio Games",3
2014,Moenovel,1
2014,Moondrop,1
2014,"Moonshark, Inc.",2
2014,"Morgopolis Studios",1
2014,"Mountain Sheep",1
2014,Mousechief,1
2014,Multi-Form,3
2014,MumboJumbo,10
2014,"MURA Interactive",2
2014,"Muzzy Lane Software",1
2014,"Mythical City Games",1
2014,"N A GA Entertainment",2
2014,"N3V Games",4
2014,N94Games,1
2014,"Naiad Entertainment LLC",1
2014,"Namco Bandai Games",5
2014,"NAMCO BANDAI Games Europe S.A.S. ",3
2014,"Narrow Monolith",2
2014,"Ndemic Creations",1
2014,"Neko Entertainment",5
2014,"Nemoria Entertainment",2
2014,NeocoreGames,5
2014,"NEOTOKYO [MOD]",1
2014,"Nerd Kingdom Inc.",2
2014,"Nerd Monkeys®",2
2014,"Net Games Distribution LTD",3
2014,"Net Games Laboratory",3
2014,"Nether Productions, LLC",1
2014,"New Reality Games",3
2014,"New World Interactive",2
2014,"Nexeon Technologies",5
2014,"Nexon Europe GmbH",1
2014,"Nexon Europe S.a.r.l",1
2014,"Nexon GT Co., Ltd",7
2014,NexyMedia,1
2014,"Nicalis, Inc.",5
2014,"Nick Donnelly",2
2014,"Nicolas Games",1
2014,"Niels Bauer Games",5
2014,"Niffler Ltd.",4
2014,"Night Dive Studios",64
2014,"Night Light Interactive",2
2014,"Night Node",2
2014,"NIKITA ONLINE",1
2014,ninagamers,1
2014,"Nine Dots Studio",1
2014,"Nine Tales Digital",1
2014,"Ninja Kiwi",1
2014,Nival,6
2014,"Nkidu Games Inc.",6
2014,"No Goblin",2
2014,"No Publisher",1
2014,"Noble Empire Corp.",7
2014,Noego,1
2014,Noetic,2
2014,"Nomad Games",19
2014,"Nomad Games Limited",4
2014,none,2
2014,"None - Independent",1
2014,Nordcurrent,1
2014,"Nordic Games",24
2014,"North of Earth",1
2014,"North Side",2
2014,"Northway Games",2
2014,"Notorious Games",1
2014,"Nowhere Studios",2
2014,"NSE Circuit",1
2014,"Nuke Nine",1
2014,"Numantian Games",4
2014,"Nyu Media",17
2014,"Octagon Interactive",1
2014,"oeFun, Inc.",2
2014,"OG-ZONE Digital Entertainment",1
2014,OGPlanet,17
2014,"Ohm Force",1
2014,"OKAM STUDIO",1
2014,"Omni Systems",2
2014,"On The Level Game Studios",2
2014,"One Aperture",1
2014,"ONE MORE LEVEL",2
2014,"One-bit Punch",1
2014,"Only Human Studios",1
2014,"Oovee® Game Studios",2
2014,"Organic Humans",1
2014,"ORiGO GAMES",3
2014,"Oruji Productions",1
2014,"Oryx Design Lab",1
2014,"osao games",1
2014,"Osprey Publishing",3
2014,"Out of the Park Developments",2
2014,"Over The Moon",1
2014,"Over The Top Games",1
2014,ovos,1
2014,"Owl Cave",1
2014,"Panic Art Studios",7
2014,"Pantera Entertainment",1
2014,Panzar,3
2014,"Panzer Gaming Studios",1
2014,"Paper Games",1
2014,"Paradox Development Studio",2
2014,"Paradox Interactive",31
2014,"Parody Games, LLC",1
2014,"Pathea Games",1
2014,"Patrice Meneguzzi",3
2014,"Paul Schneider",1
2014,"Pavel Bulatov",1
2014,"Payload Studios",2
2014,"PD Design Studio",1
2014,Pentavera,1
2014,"Peoleo Entertainment",4
2014,"Perfect World",1
2014,"Perfect World Entertainment",5
2014,"PGN Inc",1
2014,"PGN Inc.",1
2014,"Phoenix Online Publishing",11
2014,"Phosfiend Systems",2
2014,"Phosphor Games",1
2014,"Phr00t's Software",2
2014,Pictopotamus,1
2014,"Pigasus Games",1
2014,"Pinkerton Road Studio",3
2014,"Pixel Dash Studios",2
2014,Pixelatto,3
2014,Pixeljam,1
2014,"Pixelz Games",1
2014,"PIXOWL INC.",2
2014,"Playdek, Inc.",1
2014,"Playful Corporation",2
2014,PlayRIX,6
2014,"Playway ",2
2014,"PlayWay S. A.",1
2014,"PlayWay S.A.",10
2014,"Plug In Digital",49
2014,"polynation games ltd",2
2014,"Polynetix Studio",4
2014,Popcannibal,1
2014,Portalarium,1
2014,"Positech Games",3
2014,"PostMod Softworks",1
2014,Powerhoof,1
2014,"Primate Labs Inc.",1
2014,"Privateer Press Interactive",2
2014,"Project Whitecard Studios Inc.",5
2014,"Propelled Bird Software",2
2014,Proscenium,1
2014,"Psychic Software",1
2014,"Psychotic Psoftware",1
2014,"Psydra Games LLC",2
2014,"Puny Human",3
2014,"Puny Human Games",1
2014,Puuba,5
2014,"Q-Games, Ltd.",1
2014,"Quadro Delta",1
2014,"Quantized Bit",2
2014,"Qwiboo Ltd",1
2014,"Rabid Design Studios",1
2014,"RaceRoom Entertainment AG",3
2014,"Radial Games Corp.",1
2014,"Rafael Barreto",1
2014,"Ragequit Corporation",1
2014,RageSquid,1
2014,RailSimulator.com,89
2014,"Rake in Grass",2
2014,"Ramjet Anvil",1
2014,"Rampant Games",1
2014,"Ranmantaru Games",4
2014,"Ratz 'N' Godz",1
2014,Ravenscourt,2
2014,rdein,2
2014,Re-Logic,1
2014,"RealAxis Software",2
2014,"Really Slick",2
2014,Rebellion,16
2014,"Red 5 Studios",1
2014,"Red Barrels",1
2014,"Red Level Games Inc.",2
2014,"Red Thread Games",2
2014,"Red Wasp Design Ltd",1
2014,"Reef Entertainment",3
2014,"REEW GAMES",1
2014,"Refactored Games OÜ",2
2014,Refract,1
2014,"Relevant Games",2
2014,"Reloaded Games",3
2014,REMIMORY,1
2014,Reto-Moto,9
2014,"Retro Army Limited",2
2014,"Retro Game Crunch",2
2014,Retroism,25
2014,Reverb,1
2014,"Reverb Triple XP",6
2014,"Revolution Software Ltd",1
2014,Rezoner,1
2014,"Right Pedal Studios",1
2014,"Ripatti Software",2
2014,Ripstone,4
2014,"Rising Star Games",9
2014,"Rival Games Ltd",1
2014,"Rob Lach Games",2
2014,"Rob Lach Games, LLC",1
2014,"Robot Entertainment",1
2014,"RobTop Games",1
2014,"Rocket Bear Games",2
2014,"Rocket City Studios, Inc.",1
2014,"Rocket Jump",1
2014,"Rockin Android",2
2014,"Rockin' Android",2
2014,"Roencia Game Creators",6
2014,"Rogue Earth LLC",3
2014,Romenics,1
2014,"rondomedia GmbH",13
2014,"Ronimo Games",13
2014,"Room 8 Studio",2
2014,"RSUPPORT Co., LTD.",5
2014,"RSUPPORT CO.,LTD.",2
2014,"Rsupport Inc.",4
2014,RuneStorm,4
2014,"Saibot Studios",1
2014,sakevisual,1
2014,"Sakura River Interactive",2
2014,"Sam Albon",2
2014,"Sand Sailor Studio",1
2014,"Santa Ragione",1
2014,"Sanuk Games",1
2014,"Sarepta studio",2
2014,"Sascha Hartleb",2
2014,"Schell Games",2
2014,"Schine, GmbH",2
2014,"Scorpius Games",1
2014,"Scott Cawthon",5
2014,"Screaming Bee",3
2014,"Screen 7",2
2014,"ScrewAttack Entertainment LLC",1
2014,"ScrewAttack Games",1
2014,"Screwfly Studios",1
2014,"Screwy Lightbulb",3
2014,"SCS Software",21
2014,"Seaven Studio",3
2014,"Secret Base",1
2014,"Secret Exit Ltd.",2
2014,"Section Studios",2
2014,SEGA,36
2014,"Sekai Project",14
2014,"Self Published",1
2014,Semanoor,1
2014,Senscape,1
2014,"Sergio & Simon",1
2014,"Serious Brothers",2
2014,"SFB Games",2
2014,"Shaman Games Studio",4
2014,"Shark Punch",1
2014,ShaunJS,1
2014,"Shawn Beck",2
2014,Sherman3D,1
2014,"Shining Rock Software LLC",1
2014,"Shorebound Studios",5
2014,"Shortbreak Studios s.c.",1
2014,"ShortRound Games",2
2014,"Shumkov Dmitriy",1
2014,"Sideline Amusements",1
2014,"Siege Games",1
2014,Sierra,1
2014,"Signal Studios",2
2014,"SignHead Studio",1
2014,"Signo & Arte",4
2014,"Silk Games",1
2014,"Silver Dollar Games",1
2014,Simogo,1
2014,"Sinclair Strange",3
2014,"SixtyGig Games",3
2014,"Skydome Entertainment",2
2014,SkyGoblin,2
2014,"Slav Pankratov",1
2014,"Slightly Mad Studios",1
2014,"Slitherine Ltd.",48
2014,SmallGreenHill,2
2014,"Smartly Dressed Games",3
2014,SmashGames,2
2014,"Smilegate West",4
2014,"SmiteWorks USA LLC",1
2014,"SmiteWorks USA, LLC",5
2014,Smolders,1
2014,"Smudged Cat Games Ltd",1
2014,"Snail USA",3
2014,"Snake Hill Games",3
2014,"SNK Playmore",3
2014,"Snow Arc Studio Ltd.",1
2014,"Snow Cannon Games",2
2014,"Snowbird Games",2
2014,"Snowed In Studios",2
2014,"Social Loner Studios",1
2014,"Soldak Entertainment",3
2014,"SolidFace Parametric CAD Drawing 2D",1
2014,"SolidFace Technology Inc.",3
2014,SomaSim,1
2014,"Sony Online Entertainment",9
2014,"South East Games",1
2014,"Soviet Games",1
2014,"Space Budgie",1
2014,Sparpweed,1
2014,"Spearhead Games",6
2014,"Spicy Horse",1
2014,"Spicy Horse Games",17
2014,Spicyhorse,6
2014,"Spicyhorse Games",1
2014,SpikySnail,1
2014,"Sport1 GmbH",1
2014,Spotkin,1
2014,"Spry Fox LLC",1
2014,"Square Enix",20
2014,"SQUARE ENIX, Eidos Interactive",9
2014,"Squid In A Box Ltd",2
2014,"Stained Glass Llama",2
2014,"Stainless Games Ltd",3
2014,"Stardock Entertainment",7
2014,"State of Play Games ",2
2014,"Stegersaurus Software Inc.",1
2014,"Steve Jarman",1
2014,"Stirfire Studios",1
2014,"Stolen Couch Games",1
2014,"Strategy First",69
2014,"Strategy First Inc.",2
2014,"Strike Games",2
2014,"Studio Bean",1
2014,"Studio Whisky Tango Inc.",2
2014,"Sub Orbital Software",1
2014,"Suba Games",2
2014,"Subaltern Games, LLC",1
2014,Subsoap,2
2014,"Subvert Games",2
2014,"SuckerFree Games",2
2014,"Sumom Games",2
2014,"Sunken Places",1
2014,"Sunside Inc",3
2014,"Sunstone Games, LLC.",1
2014,"Super Duper Garrett Cooper",3
2014,SuperCrit,1
2014,"Supergiant Games",2
2014,"Surprise Attack",7
2014,"Suspicious Developments",1
2014,"Sweet Dog Studios",2
2014,"Switchblade Monkeys Entertainment",1
2014,sxpenx,1
2014,Sytexis,1
2014,"Tale of Tales",1
2014,"TaleWorlds Entertainment",1
2014,Tamugaia,2
2014,"Targem Games",1
2014,"TASCAM PROFESSIONAL SOFTWARE	",4
2014,"Tasharen Entertainment Inc.",1
2014,"Tasty Stewdios LLC",2
2014,"Tavern Games",2
2014,"TawStudio Entertainment",1
2014,"Team Chaos, LLC",1
2014,"Team Flow",1
2014,"Team Jolly Roger",1
2014,"Team Reptile",1
2014,"Team Tripleslash",1
2014,"Team17 Digital Ltd",10
2014,"Team17 Digital Ltd.",1
2014,"Tech Dealer ",2
2014,Techland,1
2014,"TECMO KOEI GAMES CO., LTD.",2
2014,Tekneo,1
2014,"Telltale Games",2
2014,tequibo,1
2014,"Terrible Posture Games LLC",2
2014,Teyon,1
2014,"The Alpha Company",2
2014,"The Astronauts",4
2014,"The Behemoth",1
2014,"The Dept of Silly Stuff",1
2014,"The Domaginarium",1
2014,"The Fighter Collection",6
2014,"The Fisch Brothers",2
2014,"The Foundry",1
2014,"The Game Creators Ltd",2
2014,"The Indie Forge",1
2014,"The Men Who Wear Many Hats",1
2014,"The Quinnspiracy",1
2014,"The Secret Pie",2
2014,"The Sleeping Machine",1
2014,"The Working Parts",3
2014,"Thegamewallstudios	",1
2014,Thegamewallstudios,4
2014,TheShortAndTheTall,1
2014,"Thomas Bowker",1
2014,"Three Flip Studios",15
2014,"Tikipod Ltd",2
2014,"Timbre Interactive",2
2014,"Timbre Interactive, LLC",2
2014,"Timeslip Softworks",1
2014,"Tin Man Games",4
2014,tinyBuild,9
2014,"Toco Games",3
2014,"Toge Productions",2
2014,"Topware Interactive",4
2014,"Tortuga Team",3
2014,Touz,1
2014,"Toxic Games",1
2014,"Toylogic inc.",1
2014,"Transcendent Games",1
2014,Treasure,3
2014,"TreeFortress Games",2
2014,"Treehouse Ltd",2
2014,Treexy,1
2014,"Trendy Entertainment",2
2014,"Trese Brothers",3
2014,"TREVA Entertainment",14
2014,"Tribe Studios",1
2014,"Tribute Games Inc.",2
2014,Trichotomy,1
2014,"Trickster Arts",1
2014,"Trickster Face",1
2014,Tricktale,1
2014,"Trion Worlds",5
2014,"Trion Worlds, Inc.",8
2014,Triple.B.Titles,1
2014,"Tripwire Interactive",5
2014,"Triumph Studios",5
2014,"Tru Blu Games",1
2014,"Turbo Pixel Studios",1
2014,"Turtle Cream",2
2014,"Turtle Sandbox",1
2014,"Two Desperados",1
2014,"Uber Entertainment",4
2014,Ubisoft,69
2014,"Ubisoft Montreal",1
2014,"Ultra Runaway Games",2
2014,"Unello Design",1
2014,"Unfiltered Audio",1
2014,"Unfinished Pixel",1
2014,"United Independent Ententainment GmbH",1
2014,"United Independent Entertainment GmbH	",2
2014,"United Independent Entertainment GmbH",34
2014,"Unity Games",1
2014,"Unknown Worlds Entertainment",5
2014,"Up Multimedia",1
2014,"Uppercut Games Pty Ltd",1
2014,"Vae Victis Games",3
2014,Valve,12
2014,VBlank,1
2014,"Vblank Entertainment, Inc.",1
2014,"Vector Games",1
2014,"Vector Unit",2
2014,"Vermont Software Studios,LLC",1
2014,"Versus Evil	",2
2014,"Versus Evil",8
2014,"vertex4 entertainment ltd.",1
2014,"Vertigo Games",1
2014,"Vexel Games",1
2014,"Vinci Games",1
2014,Vine,1
2014,"Visual Outbreak",1
2014,"Viva  Media Inc",1
2014,"Viva Media",25
2014,"Viva Media Inc",2
2014,"Viva Media, Inc",1
2014,"Vivid Games S.A.",2
2014,"ViWo Games",1
2014,"Vortal Storm",1
2014,"Wadjet Eye Games",6
2014,"Wales Interactive",5
2014,"Walk Thru Walls Studios",1
2014,"Walter Machado",1
2014,"Warlock Arts",1
2014,"Warner Bros. Interactive Entertainment",9
2014,"Wastelands Interactive",12
2014,WaterMelon,4
2014,WaveDNA,3
2014,"Wax Lyrical Games",2
2014,WayForward,1
2014,"Waz Games",1
2014,"WB Games",8
2014,Webzen,2
